Sample_No,Sample_date,SourceNo,Rep,SingleSamp,Town,arsenic,fluoride,manganese,nitrate,nitrite,uranium,Latitude,Longitude
E004658001,09-Feb-09,13,a,Y,Bradley,0.1,0.05,0.0068,2.4,0.025,0.88,44.90810816,-68.59986267
E026600001,07-Jul-09,9,a,,Bradley,0.1,0.05,,2.2,,1.3,44.90809851,-68.60024854
C034744001,06-Aug-07,9,b,,Bradley,0.73,,0.0088,,0.005,,44.90809851,-68.60024854
B006965001,13-Mar-06,9,c,,Bradley,0.1,,,,,,44.90809851,-68.60024854
A019525001,21-Sep-05,89,a,Y,Brunswick,0.1,0.1,0.0038,0.54,0.005,7.5,43.9392703,-70.04988358
A020126001,12-Sep-05,85,a,Y,Brunswick,0.1,0.1,0.032,0.4,0.005,,43.91124363,-69.9429806
A027128001,15-Nov-05,82,a,Y,Brunswick,0.1,0.1,0.0049,0.5,0.005,45,43.89096421,-69.99647745
A024102001,12-Jan-06,69,a,Y,Brunswick,0.1,0.1,0.012,0.49,0.005,0.25,43.90958355,-69.91332274
B016501001,10-May-06,68,a,,Brunswick,3.7,,,,,,,
B009103001,13-Mar-06,70,a,Y,Brunswick,24,0.24,0.11,0.05,0.005,0.25,43.87801528,-70.00005734
B017053001,12-Jun-06,77,a,Y,Brunswick,0.7,0.3,0.1,0.5,0.005,0.5,,
B026887001,24-Aug-06,51,a,,Brunswick,0.1,0.1,0.006,1.2,,37,43.89480687,-69.99847879
B015556001,01-May-06,36,a,Y,Brunswick,8.4,0.34,0.053,0.05,0.005,0.7,43.86274243,-69.98108167
B020165001,18-Jun-06,49,a,Y,Brunswick,1.4,0.23,0.0021,0.5,0.005,3,43.93841112,-70.04960332
B028242001,14-Aug-06,34,a,Y,Brunswick,1.2,1.2,0.017,1,0.005,0.25,43.90322474,-69.9135234
B035556001,16-Oct-06,15,a,Y,Brunswick,0.1,0.1,0.00025,1,0.005,7.4,43.93842622,-70.05147188
B017261001,08-Jan-07,55,a,Y,Brunswick,7.3,0.43,0.2,0.5,0.005,1.1,43.93095719,-69.87663408
B031914001,26-Sep-06,9,a,Y,Brunswick,0.1,0.1,0.14,0.5,0.005,0.25,43.91341581,-70.01731116
B031920001,10-Oct-06,56,a,Y,Brunswick,0.1,0.1,0.065,0.5,0.005,3.3,43.87246872,-70.00833722
B033323001,02-Oct-06,21,a,Y,Brunswick,0.73,1.34,0.016,0.5,0.005,4.7,43.90737858,-70.0299807
C019956001,26-Sep-07,60,a,Y,Brunswick,5.3,0.3,0.043,0.005,0.005,0.25,43.91461684,-70.00202401
C022815001,09-Oct-07,86,a,Y,Brunswick,0.1,0.1,0.0036,1.3,0.005,0.25,43.87061023,-69.99999009
C022850001,07-Jun-07,47,a,Y,Brunswick,0.1,0.1,0.042,0.5,0.005,1.5,43.91480495,-69.91297373
C017893001,06-May-07,5,a,Y,Brunswick,1.5,0.1,0.013,0.5,0.005,4.4,,
B038468001,06-Feb-07,18,a,,Brunswick,0.1,,,,,,43.89356081,-69.99812909
B040948001,03-Jan-07,7,a,Y,Brunswick,3.5,1.21,0.011,0.5,0.005,1.5,43.93411299,-69.88079171
B026993001,22-Jan-07,93,a,,Brunswick,55,,,,,,,
C001511001,03-Jan-07,79,a,Y,Brunswick,0.1,0.32,0.00025,0.5,0.005,0.99,43.86562917,-70.01814086
C002468001,17-Jan-07,37,a,Y,Brunswick,0.79,1.31,0.024,1,0.005,0.25,43.91865107,-69.89974874
C003412001,24-Jan-07,59,a,Y,Brunswick,0.1,0.1,0.22,1,0.005,0.25,43.91965447,-69.9003475
C004681001,05-Feb-07,73,a,Y,Brunswick,0.1,0.1,0.01,0.5,0.005,0.25,43.93901448,-70.02354993
C004682001,05-Feb-07,10,a,Y,Brunswick,0.1,0.21,0.045,0.5,0.005,0.72,43.94234844,-70.05122884
C005523001,12-Feb-07,50,a,Y,Brunswick,14,3.3,0.008,0.5,0.005,0.72,43.86951288,-69.98212393
C006522001,21-Feb-07,2,a,,Brunswick,0.1,,,,,,43.92125145,-69.8983388
C008857001,07-Mar-07,58,a,Y,Brunswick,0.1,0.1,0.3,0.5,0.005,0.25,43.86969859,-70.01641016
C010104001,25-Apr-07,44,a,Y,Brunswick,3.1,0.79,0.16,0.5,0.005,1.6,43.94086762,-69.8642764
C014728001,24-Apr-07,78,a,Y,Brunswick,5,5.7,0.00084,0.5,0.005,7.8,43.85810674,-69.97147692
C016428001,10-May-07,91,a,,Brunswick,0.1,,0.25,,0.005,,43.90808556,-70.01996082
C016875001,30-Apr-07,76,a,Y,Brunswick,0.1,0.1,0.062,0.5,0.005,0.25,43.92189716,-69.89352645
C018934001,04-Jun-07,84,a,Y,Brunswick,0.1,0.1,0.013,0.5,0.005,1.5,43.87937844,-69.91845307
C019159001,14-May-07,74,a,Y,Brunswick,3.1,1.25,0.0027,0.5,0.005,0.51,43.88484115,-69.96089274
C020253001,22-May-07,32,a,Y,Brunswick,0.88,0.1,0.00025,0.5,0.005,3.2,43.94110131,-70.01996422
C052193001,29-Oct-07,28,a,Y,Brunswick,0.1,0.05,0.0066,0.005,0.005,0.25,43.93331419,-70.05581392
C025119001,26-Jun-07,11,a,Y,Brunswick,0.6,0.05,0.0012,5,0.005,4.9,43.94123474,-70.05428374
C037211001,15-Aug-07,64,a,,Brunswick,15,,,,,,43.89982052,-69.97897313
C041038001,04-Sep-07,29,a,Y,Brunswick,2.5,0.8,0.00025,0.14,0.005,5.5,43.86195838,-69.98177811
C039158001,18-Sep-07,19,a,Y,Brunswick,0.1,,,,,,43.89891592,-69.99629285
C047588001,03-Oct-07,30,a,,Brunswick,0.1,,,,,,43.90524219,-70.01721861
C050923001,18-Oct-07,75,a,Y,Brunswick,0.1,0.1,0.067,0.1,0.005,2,43.91216813,-69.89470979
C057510001,18-Dec-07,39,a,Y,Brunswick,4.7,2.3,0.0035,0.005,0.005,2.8,43.92063425,-69.89176294
D004724001,29-Jan-08,43,a,Y,Brunswick,20,0.9,0.0058,0.005,0.005,0.25,43.86940459,-69.94186175
C040078001,26-Jul-08,41,a,Y,Brunswick,0.51,,,,,,,
D007417001,27-Feb-08,92,a,,Brunswick,1.5,,,,0.01,0.25,43.87299934,-69.99763654
D007428001,11-Mar-08,65,a,,Brunswick,0.1,0.1,,,0.01,,43.94324853,-70.04963606
D012616001,25-Mar-08,81,a,Y,Brunswick,0.1,0.05,0.00025,0.2,0.025,0.25,43.88159144,-69.89890639
D041961001,20-Oct-08,20,a,Y,Brunswick,4.8,0.4,0.037,0.005,0.025,2,43.89414104,-69.95310344
D017231001,22-Apr-08,62,a,Y,Brunswick,0.1,0.05,0.052,0.62,0.025,0.25,43.91777449,-69.9032871
D009186001,25-Jul-08,40,a,Y,Brunswick,0.1,,,,,,,
D018115001,28-Apr-08,87,a,Y,Brunswick,0.1,0.05,0.012,4.6,0.025,1.5,43.8947579,-70.00397313
D018666001,29-Apr-08,27,a,Y,Brunswick,0.1,0.05,0.034,0.31,0.025,0.25,,
D048910001,28-Oct-08,25,a,Y,Brunswick,1.2,0.05,0.0041,0.005,0.025,0.25,43.92925546,-70.0507425
D023089001,29-May-08,24,a,Y,Brunswick,0.72,0.05,0.088,0.005,0.025,0.25,43.93576296,-70.01804953
D037581001,20-Aug-08,80,a,Y,Brunswick,0.1,0.05,0.13,1.9,0.025,0.25,43.89352541,-69.97871091
D025332001,16-Jun-08,38,a,Y,Brunswick,0.54,0.05,0.0081,1.8,0.025,,43.88814387,-69.99916481
D029291001,01-Jul-08,52,a,,Brunswick,0.1,0.2,,,0.025,4,43.88234003,-69.90126098
D029490001,14-Jul-08,22,a,Y,Brunswick,0.1,0.1,0.038,0.02,0.025,95,43.87758457,-70.01939166
E002347001,27-Jan-09,16,a,Y,Brunswick,30,2.5,0.038,0.005,0.025,0.87,43.87447079,-69.96280798
D031688001,15-Jul-08,54,a,Y,Brunswick,1.7,0.2,0.00096,0.005,0.025,12,,
D032257001,11-Aug-08,13,a,Y,Brunswick,4.4,1.4,0.021,0.005,0.025,2.3,43.92100199,-69.89185258
D034472001,02-Sep-08,1,a,Y,Brunswick,0.62,0.3,0.07,,0.025,,43.92127918,-70.07016983
D035219001,05-Aug-08,88,a,Y,Brunswick,1.3,0.1,0.017,3.3,0.025,3.7,43.86679101,-70.01265151
D036503001,06-Aug-08,8,a,Y,Brunswick,0.1,0.05,0.00073,6.4,0.025,0.25,43.90426555,-69.96056532
D030576001,29-Sep-08,83,a,Y,Brunswick,15,,,,,,43.87730705,-69.96499085
D042713001,16-Sep-08,48,a,Y,Brunswick,2.5,0.05,0.00076,0.57,0.025,6.2,43.91498416,-70.06933426
D044881001,30-Sep-08,4,a,,Brunswick,1.3,0.05,0.14,0.005,0.025,0.25,43.93512537,-70.01754127
D050837001,03-Nov-08,71,a,Y,Brunswick,0.54,0.05,0.49,0.005,0.025,0.25,,
D058493001,29-Dec-08,53,a,Y,Brunswick,0.83,0.1,4.3,1.5,0.025,1.6,,
D058052003,12-Jan-09,35,a,Y,Brunswick,1.1,0.2,0.00025,0.005,0.025,0.25,43.9304816,-69.86837487
E004431001,28-Apr-09,6,a,Y,Brunswick,0.1,0.1,0.0012,0.025,0.025,0.25,43.87984165,-70.0413693
E004749001,11-Feb-09,45,a,Y,Brunswick,0.1,0.1,0.012,2.4,0.025,0.25,43.89432894,-69.97998982
E005555001,17-Feb-09,12,a,Y,Brunswick,2.7,0.1,0.022,0.005,0.025,2.2,43.93822488,-70.04171899
E009808001,24-Mar-09,66,a,Y,Brunswick,1.1,0.05,0.043,0.005,0.025,0.25,43.91917986,-70.03869214
D048569001,22-Apr-09,14,a,Y,Brunswick,0.83,,,,,,,
E008942001,27-Mar-09,42,a,Y,Brunswick,0.1,0.05,0.0026,2.6,0.025,5.5,43.95310104,-70.03670764
E018467001,27-Apr-09,31,a,Y,Brunswick,0.1,0.05,0.00025,0.99,0.025,1.9,,
E020793001,01-Jun-09,33,a,Y,Brunswick,0.57,0.1,0.00025,0.06,0.025,46,43.83976226,-70.00676023
E023840001,08-Jun-09,63,a,Y,Brunswick,0.94,0.1,0.00025,0.4,0.08,7.8,43.91422229,-70.07087748
E029172001,22-Jun-09,23,a,Y,Brunswick,0.1,0.05,0.022,0.025,,2.5,43.88267617,-70.01169839
A016716001,08-Nov-05,18,b,,Brunswick,0.1,0.1,0.0035,,0.005,81,43.89356081,-69.99812909
A028215001,10-Jan-06,92,b,,Brunswick,0.1,0.52,0.18,0.05,,,43.87299934,-69.99763654
B020710001,26-Jun-06,52,b,,Brunswick,0.1,,0.0019,1,,,43.88234003,-69.90126098
B006975001,08-Mar-06,65,b,,Brunswick,0.1,,0.0005,1.68,,0.8,43.94324853,-70.04963606
B023866001,29-Jun-06,68,b,,Brunswick,0.6,,,,,,,
B026993002,22-Jan-07,93,b,,Brunswick,53,,,,,,,
C006523001,20-Jun-07,2,b,,Brunswick,0.1,0.1,0.14,0.03,0.005,0.25,43.92125145,-69.8983388
C016427001,10-May-07,91,b,,Brunswick,0.1,0.1,,1.9,,0.25,43.90808556,-70.01996082
D024410001,15-Jun-08,51,b,,Brunswick,1.9,,,,0.025,,,
D000573001,09-Jan-08,30,b,,Brunswick,0.1,0.1,0.71,0.005,0.005,1.1,43.90524219,-70.01721861
D021102001,13-May-08,64,b,,Brunswick,17,1,0.011,0.005,0.025,0.91,43.89982052,-69.97897313
D044882001,30-Sep-08,4,b,,Brunswick,1.9,,,,,,43.93512537,-70.01754127
B014092001,24-Apr-06,18,c,,Brunswick,0.1,,,5.1,,0.25,43.89356081,-69.99812909
B026993003,17-Jan-07,93,c,,Brunswick,42,,,,,,,
B026993004,22-Jan-07,93,d,,Brunswick,41,,,,,,,
B026993005,22-Jan-07,93,e,,Brunswick,0.1,,,,,,,
B026993006,22-Jan-07,93,f,,Brunswick,0.1,,,,,,,
C041039001,12-Sep-07,999,,,Brunswick,3.4,,,,,,,
C041044001,12-Sep-07,999,,,Brunswick,6.1,,,,,,,
D009745001,04-Mar-08,999,,,Brunswick,4,,,,,,,
D009746001,04-Mar-08,999,,,Brunswick,1.1,,,,,,,
B008003001,06-Mar-06,31,a,Y,Buckfield,0.1,,,,,,,
B023535001,05-Jul-06,9,a,Y,Buckfield,1.2,0.1,0.0006,1,0.005,0.7,,
B023543001,10-Jul-06,13,a,Y,Buckfield,13,0.94,0.0011,0.5,0.005,9.9,,
B023544001,05-Jul-06,16,a,,Buckfield,0.1,,0.18,,0.005,,,
B018363001,05-Jul-06,19,a,Y,Buckfield,4.6,1.19,0.012,0.5,0.005,3.8,,
B018365001,13-Jun-06,24,a,Y,Buckfield,0.1,0.1,0.0016,1,0.005,0.25,,
B018367001,21-Jun-06,17,a,Y,Buckfield,15,0.36,0.042,0.5,0.005,0.25,,
B018370001,13-Jun-06,22,a,Y,Buckfield,8.9,0.31,0.0087,0.5,0.005,1,,
B018372001,13-Jun-06,23,a,Y,Buckfield,39,0.61,0.043,0.5,0.005,0.25,,
B023533001,10-Jul-06,8,a,Y,Buckfield,4.7,0.42,0.11,0.5,0.005,0.25,,
A029883001,03-Jan-06,36,a,Y,Buckfield,3.6,0.26,0.12,0.05,0.005,0.7,,
B002929001,17-Jan-06,27,a,Y,Buckfield,18,0.77,0.00025,0.22,0.005,76,44.2989239,-70.31548265
B003064001,14-Feb-06,3,a,Y,Buckfield,1.3,0.58,0.0041,0.05,0.005,7.2,44.27498001,-70.31717909
B002698001,17-Jan-06,32,a,,Buckfield,1.3,,,,,,44.29047371,-70.3239121
B023546001,10-Jul-06,10,a,Y,Buckfield,0.8,1.82,0.0036,0.5,0.005,2.8,,
B023550001,17-Jul-06,7,a,Y,Buckfield,2.3,0.1,0.001,0.5,0.005,2.8,,
B023552001,17-Jul-06,14,a,Y,Buckfield,1,0.87,0.061,0.5,0.005,2.9,,
B004592001,27-Feb-06,2,a,Y,Buckfield,0.8,,,,,,,
B020367001,21-Jun-06,18,a,Y,Buckfield,0.9,0.1,0.0024,0.5,0.005,0.25,,
B014139001,05-Jul-06,12,a,Y,Buckfield,7.4,1.62,0.00025,0.5,0.005,9.9,,
B018359001,13-Jun-06,15,a,Y,Buckfield,14,0.52,0.074,0.5,0.005,0.25,,
B018360001,13-Jun-06,21,a,Y,Buckfield,0.1,0.1,0.15,0.5,0.005,0.25,,
B018381001,08-Jun-06,25,a,Y,Buckfield,20,1.53,0.0007,1,0.005,3.5,,
B020021001,12-Jun-06,29,a,Y,Buckfield,2.9,0.24,0.00025,0.5,0.005,61,44.32001487,-70.28949933
B020375001,21-Jun-06,11,a,Y,Buckfield,3.5,0.23,0.00025,1.5,0.005,13,,
B021501001,10-Jul-06,20,a,Y,Buckfield,4.5,0.29,0.00025,0.5,0.005,11,,
B024877001,08-Aug-06,37,a,,Buckfield,330,,,,,,,
C003807001,30-Jan-07,34,a,Y,Buckfield,0.8,0.1,2.5,1.2,0.005,,,
C043538001,18-Sep-07,35,a,Y,Buckfield,5.2,0.2,0.8,0.02,0.005,0.25,44.26661146,-70.39154236
D000247001,10-Jan-08,30,a,Y,Buckfield,0.52,0.1,0.00025,1.3,0.005,1.4,,
D003169001,22-Jan-08,1,a,Y,Buckfield,0.53,0.1,0.0029,1.2,0.005,26,44.29911542,-70.31380413
D009195001,07-Apr-08,33,a,,Buckfield,31,,,,,,44.28852599,-70.36255929
D022958001,24-Jun-08,5,a,,Buckfield,0.1,,0.0073,,,,,
E011286001,31-Mar-09,28,a,Y,Buckfield,0.1,0.05,0.08,2,0.025,0.25,44.30455957,-70.35366989
D045574001,06-Oct-08,4,a,,Buckfield,3.7,0.1,0.00081,,0.025,,44.29813719,-70.31801134
E014456001,13-Apr-09,26,a,,Buckfield,0.1,,,,0.025,,44.31460156,-70.44287542
B014159001,05-Jul-06,16,b,,Buckfield,0.1,0.1,0.073,3.7,,0.25,,
B024877002,08-Aug-06,37,b,,Buckfield,330,,,,,,,
B041524001,02-Jan-07,32,b,,Buckfield,2.3,0.1,2.2,0.5,0.005,0.59,44.29047371,-70.3239121
C006674001,26-Feb-07,26,b,,Buckfield,0.1,0.1,0.13,0.5,,0.25,44.31460156,-70.44287542
D042344001,15-Sep-08,4,b,,Buckfield,3.8,,,,,28,44.29813719,-70.31801134
C026488001,08-Aug-07,5,b,,Buckfield,0.1,0.05,0.0052,0.98,0.005,0.25,,
D009193001,07-Apr-08,33,b,,Buckfield,3,,,,,,44.28852599,-70.36255929
B035916001,23-Oct-06,4,c,,Buckfield,3.3,,,1,,,44.29813719,-70.31801134
B024877003,08-Aug-06,37,c,,Buckfield,320,,,,,,,
E018174001,27-Apr-09,32,c,,Buckfield,39,,,,,,44.29047371,-70.3239121
B024877004,08-Aug-06,37,d,,Buckfield,250,,,,,,,
B024877005,08-Aug-06,37,e,,Buckfield,140,,,,,,,
B024877006,08-Aug-06,37,f,,Buckfield,36,,,,,,,
A015019001,09-Aug-05,3,a,Y,Bucksport,13,0.5,0.0069,0.05,0.005,6.6,,
A029466001,12-Dec-05,24,a,,Bucksport,0.1,0.1,0.005,0.1,0.005,,44.65695072,-68.81655596
B006972001,18-Apr-06,7,a,Y,Bucksport,0.1,1.18,0.011,0.05,0.005,0.25,,
B010006001,22-Mar-06,17,a,Y,Bucksport,0.1,0.1,0.00025,0.05,0.005,0.25,44.64218721,-68.69647666
B018501001,21-Jun-06,18,a,Y,Bucksport,0.7,0.1,0.15,0.5,0.005,0.5,44.63964988,-68.82169894
B022142001,19-Jul-06,26,a,Y,Bucksport,5.1,0.1,0.0062,1.8,0.005,11,44.59138841,-68.80901616
B024187001,18-Sep-06,4,a,Y,Bucksport,4.3,0.1,0.0021,4.2,0.005,1.4,44.62163793,-68.77258415
B040808001,23-Jan-07,11,a,Y,Bucksport,0.8,0.72,0.0015,0.5,0.005,0.25,44.63053731,-68.76898215
B028246001,27-Mar-07,22,a,,Bucksport,0.1,,,,,,,
C004530001,07-Mar-07,16,a,Y,Bucksport,0.1,0.1,0.00025,0.5,0.005,0.25,44.65543068,-68.81759931
C009331001,28-Mar-07,9,a,Y,Bucksport,0.1,0.1,0.31,3.8,0.005,1.2,44.60955259,-68.7144835
C033408001,30-Jul-07,8,a,Y,Bucksport,84,0.1,0.00025,0.64,0.005,1.6,44.62453576,-68.79710675
C052010001,05-Nov-07,25,a,Y,Bucksport,2.8,0.1,0.00069,0.79,0.005,1.3,44.68341281,-68.66630057
C037182001,20-Aug-07,1,a,,Bucksport,0.95,0.3,,0.005,0.005,0.25,44.58399548,-68.78599956
C050242001,19-Nov-07,29,a,,Bucksport,2.4,0.3,0.076,,0.005,,44.59326255,-68.76721727
C051367001,12-Dec-07,20,a,Y,Bucksport,0.1,0.05,0.0045,1.9,0.005,0.25,,
C057606001,17-Dec-07,27,a,,Bucksport,3.8,,,,,,,
C055599001,03-Dec-07,28,a,Y,Bucksport,5.7,0.05,0.0054,2,0.005,0.25,,
D004827001,30-Jan-08,6,a,Y,Bucksport,5.2,0.4,0.015,0.05,0.005,1.7,,
D009241001,03-Mar-08,12,a,Y,Bucksport,0.94,0.2,0.057,0.005,0.01,0.25,44.58336266,-68.78752942
D011272001,24-Mar-08,2,a,,Bucksport,0.1,0.1,,,0.02,0.77,44.66280936,-68.70343633
D012025001,15-Apr-08,14,a,Y,Bucksport,0.1,0.05,0.0017,0.51,0.02,0.25,44.63934283,-68.70474239
D020433001,12-May-08,19,a,,Bucksport,4.1,0.1,0.0014,0.14,,0.25,44.62696563,-68.80893361
D053816001,24-Nov-08,10,a,Y,Bucksport,3.1,0.2,0.13,0.005,0.025,0.25,44.58777756,-68.74749375
D031452001,16-Jul-08,21,a,Y,Bucksport,4.2,0.3,0.00025,0.16,0.025,13,44.64122249,-68.77672416
D031690001,15-Jul-08,23,a,Y,Bucksport,9.8,0.05,0.0079,0.03,0.025,0.25,,
D055032001,02-Dec-08,13,a,Y,Bucksport,2.5,0.1,0.00025,0.48,0.025,3.9,44.63160838,-68.72181579
E005573001,10-Feb-09,15,a,,Bucksport,9.6,0.1,,0.14,0.025,1.4,44.61742394,-68.74004133
E010522001,24-Mar-09,30,a,Y,Bucksport,0.1,0.1,0.01,0.35,0.025,0.25,44.60564194,-68.75368972
E022674001,27-May-09,5,a,,Bucksport,0.1,,0.081,,0.025,,,
E030633001,06-Jul-09,31,a,Y,Bucksport,1.9,0.4,0.00025,0.025,,5.9,,
B008794001,15-Mar-06,2,b,,Bucksport,0.1,,0.00025,2.11,,,44.66280936,-68.70343633
A029253001,03-Jan-06,27,b,,Bucksport,3.3,0.62,0.1,0.05,0.005,1.5,,
B007986001,28-Feb-06,24,b,,Bucksport,4.8,,,,,,44.65695072,-68.81655596
B013834001,18-May-06,19,b,,Bucksport,4,,,,0.005,,44.62696563,-68.80893361
B039216001,05-Dec-06,29,b,,Bucksport,0.51,0.45,,0.5,0.005,,44.59326255,-68.76721727
C004915001,12-Feb-07,15,b,,Bucksport,7.4,,0.00025,,,,44.61742394,-68.74004133
C031845001,30-Jul-07,5,b,,Bucksport,0.94,0.2,,,,,,
B028244001,27-Mar-07,22,b,,Bucksport,16,,,,,,,
D055555001,01-Dec-08,1,b,,Bucksport,0.86,,,,,,44.58399548,-68.78599956
B009985001,12-Apr-06,5,c,,Bucksport,0.7,,,0.05,,0.25,,
B040527001,14-Dec-06,1,c,,Bucksport,0.6,,0.028,,,,44.58399548,-68.78599956
B014425001,26-Apr-06,1,a,Y,Burlington,1.8,0.1,0.047,0.18,0.005,1,45.2071738,-68.43500319
B029335001,23-Aug-06,4,a,Y,Burlington,0.1,0.1,0.0009,1,0.005,0.25,,
B036362001,13-Nov-06,3,a,Y,Burlington,1.2,3.3,0.024,0.5,0.005,5.8,45.25653475,-68.44815988
C021665001,27-Jun-07,5,a,Y,Burlington,7,0.2,0.00025,0.27,0.005,0.25,,
D041953001,09-Sep-08,2,a,Y,Burlington,0.1,0.05,0.0007,0.61,0.025,0.25,45.21578093,-68.42215756
A013659001,18-Jul-05,2,a,Y,Burnham,1.1,0.1,0.0082,1.49,0.005,1.2,,
A017868001,29-Aug-05,1,a,Y,Burnham,0.5,0.1,0.069,0.05,0.005,0.25,,
C004338001,28-Feb-07,70,a,Y,Buxton,0.1,0.1,0.018,1.5,0.005,0.25,43.61875554,-70.50490466
C019879001,22-Aug-07,106,a,Y,Buxton,0.1,0.1,0.00025,0.7,0.005,0.25,43.5823078,-70.51800702
C009929001,19-Mar-07,111,a,Y,Buxton,9.6,0.1,0.01,0.5,0.005,0.25,43.62911873,-70.55052947
C013028001,29-Mar-07,97,a,Y,Buxton,0.1,0.1,0.1,1.1,0.005,0.25,43.69500458,-70.54171956
C020848001,23-May-07,99,a,Y,Buxton,0.1,0.1,0.027,1,0.005,0.25,43.60288925,-70.50001387
C022095001,04-Jun-07,15,a,,Buxton,0.1,,0.047,,,,43.68798671,-70.52628341
C051823001,29-Oct-07,58,a,Y,Buxton,2.9,0.05,0.0064,0.12,0.005,,,
C054944001,26-Nov-07,3,a,,Buxton,0.1,0.05,0.00082,0.005,0.005,0.25,43.66641492,-70.56890255
C035296001,14-Aug-07,13,a,Y,Buxton,8.9,0.1,0.0014,1.8,0.005,3.3,43.66427103,-70.56904611
C040264001,05-Sep-07,87,a,Y,Buxton,0.1,0.05,0.0017,2.2,0.005,0.25,43.62329806,-70.5069468
C040077001,16-Oct-07,115,a,,Buxton,11,,,,,,,
D004584001,10-Mar-08,83,a,Y,Buxton,0.1,0.05,0.0016,0.05,0.005,0.25,43.68960093,-70.57298057
C049334001,16-Oct-07,5,a,,Buxton,94,0.9,0.0059,0.005,0.005,0.25,43.65042374,-70.54516301
C050214001,22-Oct-07,16,a,Y,Buxton,0.1,0.05,0.025,5.5,0.005,0.25,43.66498876,-70.56810635
C058635001,07-Jan-08,80,a,Y,Buxton,0.57,0.05,0.004,0.31,0.005,0.25,43.66336431,-70.51885179
C053722001,26-Nov-07,65,a,Y,Buxton,1.7,0.05,0.0021,0.02,0.005,0.25,,
C058119001,19-Dec-07,98,a,Y,Buxton,0.1,0.05,0.063,0.08,0.005,0.25,43.70232603,-70.55053485
D002847001,03-Dec-08,76,a,Y,Buxton,0.1,,,,,,43.66714968,-70.5677031
D002871001,16-Jan-08,84,a,,Buxton,0.1,,,,,,,
D006993001,07-Feb-08,21,a,Y,Buxton,1,0.3,0.00054,0.48,0.01,1.2,43.63429007,-70.51108613
D012769001,02-Apr-08,77,a,,Buxton,0.1,,,,,,,
D010096001,03-Mar-08,64,a,Y,Buxton,6.9,0.1,0.0012,0.36,0.01,0.52,43.66092354,-70.51283764
D011278001,17-Mar-08,113,a,Y,Buxton,0.1,0.1,0.079,0.4,0.02,0.25,43.64960066,-70.5861815
D016617001,14-Apr-08,104,a,Y,Buxton,15,0.5,0.0018,0.01,0.025,0.25,43.68109729,-70.55395758
D052997001,17-Nov-08,47,a,,Buxton,11,0.1,0.0013,0.03,0.025,0.25,43.68564841,-70.56054982
D053121001,22-Nov-08,63,a,Y,Buxton,0.1,0.05,0.0088,,,0.25,,
D009191001,04-Jun-08,109,a,Y,Buxton,0.1,,,,,,,
D017971001,13-May-08,69,a,Y,Buxton,5.5,0.3,0.025,0.005,0.025,0.25,,
D020808001,13-May-08,59,a,Y,Buxton,2.2,0.05,0.28,0.005,0.025,0.25,,
E016680001,20-Apr-09,41,a,Y,Buxton,2.3,0.05,0.00025,0.75,0.025,0.25,43.6902818,-70.56190072
D034163001,29-Jul-08,101,a,Y,Buxton,18,0.2,0.07,0.005,0.025,6.3,,
D023313001,02-Jun-08,56,a,Y,Buxton,3.1,0.05,0.11,0.005,0.025,0.25,,
D037628001,17-Aug-08,82,a,Y,Buxton,23,0.1,0.00025,0.19,0.025,1.4,43.62215916,-70.49493535
D037511001,13-Aug-08,67,a,Y,Buxton,1.5,0.05,0.44,0.15,0.025,7.5,43.66967176,-70.59113866
D025347001,09-Jul-08,62,a,Y,Buxton,7,0.1,0.0024,0.07,0.025,0.64,43.70254254,-70.54857327
D025356001,27-Oct-08,6,a,Y,Buxton,0.1,0.05,0.00025,0.06,0.025,0.25,43.61555871,-70.48982742
D022731001,27-May-08,95,a,Y,Buxton,2.8,,,,,,43.65031069,-70.54421801
D022734001,27-May-08,39,a,,Buxton,1.3,,,,,,43.64980413,-70.54382843
D022735001,28-May-08,54,a,Y,Buxton,0.1,,,,,,43.65106798,-70.54584918
D022736001,28-May-08,12,a,Y,Buxton,1.3,,,,,,43.6489563,-70.54099065
D022739001,05-Jun-08,46,a,Y,Buxton,0.1,,,,,,,
D036572001,13-Aug-08,45,a,Y,Buxton,18,0.3,0.15,0.005,0.025,2.1,,
D027639001,23-Jun-08,4,a,Y,Buxton,0.1,,,,,,,
D030585001,19-Aug-08,90,a,,Buxton,13,,,,,,43.67905635,-70.58723243
E002417001,25-Jan-09,10,a,Y,Buxton,0.7,,,,,,43.66191473,-70.56768886
E031531001,06-Jul-09,11,a,,Buxton,0.1,,,,,,43.59347966,-70.51989233
D050409001,28-Oct-08,35,a,,Buxton,33,0.2,0.36,0.65,0.025,10,43.6435635,-70.53138788
D050852001,28-Oct-08,96,a,Y,Buxton,4.3,0.2,0.0028,0.5,0.025,1.3,43.61898974,-70.55574862
D050955001,28-Oct-08,30,a,Y,Buxton,23,1,0.0022,0.005,0.025,0.25,43.69230721,-70.59093185
D051114001,03-Nov-08,31,a,Y,Buxton,5.5,0.1,0.00094,0.24,0.025,3,43.68979628,-70.5932742
D055053001,01-Dec-08,88,a,Y,Buxton,17,0.05,0.00025,1,0.025,0.25,43.58853598,-70.52350554
E006944001,03-Mar-09,2,a,Y,Buxton,0.5,0.05,0.00025,0.3,0.025,0.25,,
D056813001,10-Dec-08,40,a,,Buxton,0.1,0.1,,0.05,0.025,0.25,43.66229709,-70.56846345
